name;LaserEnergy;1.0.1;description;
1;1;0.05
2.5;2.5;0.153
2.6;2.58;0.201
2.7;2.67;0.309
2.8;2.75;0.337
2.9;2.88;0.464
3;2.99;0.590
3.1;3.08;0.712
3.2;3.17;0.832
3.3;3.26;0.931
3.4;3.4;1.118
3.5;3.46;1.210
3.6;3.56;1.429
3.7;3.69;1.552
3.8;3.78;1.719
3.9;3.9;1.880
4;3.99;2.012
4.1;4.11;2.182
4.2;4.18;2.260
4.3;4.28;2.396
4.4;4.36;2.470
4.5;4.46;2.582
4.6;4.58;2.679
4.7;4.68;2.740
4.8;4.76;2.821
4.9;4.89;2.865
